source,target,weight
CRW,TOL,6.0
BTV,TOL,3.0
CMI,TOL,8.0
MEM,TOL,2732.0
TOL,TVC,2.0
JAX,TOL,18.0
FLL,TOL,340.0
SNA,TOL,1.0
GSP,TOL,13.0
CHA,TOL,8.0
SHV,TOL,41.0
CAE,TOL,9.0
MAF,TOL,1.0
PDX,TOL,767.0
SJC,TOL,1928.0
SYR,TOL,24.0
BMI,TOL,3.0
OAJ,TOL,2.0
CHS,TOL,6.0
BGM,TOL,3.0
MQT,TOL,2.0
SAN,TOL,112.0
MDW,TOL,9234.0
IAH,TOL,567.0
BDL,TOL,283.0
ROA,TOL,9.0
MBS,TOL,3.0
BFI,TOL,2763.0
RDU,TOL,2922.0
COU,TOL,4.0
PHX,TOL,462.0
ICT,TOL,14.0
SFB,TOL,2108.0
MSO,TOL,2.0
LCK,TOL,22.0
SFO,TOL,6.0
SLC,TOL,13.0
PBI,TOL,5.0
TOL,TYS,19.0
LGA,TOL,9.0
RAP,TOL,3.0
BKL,TOL,3.0
SEA,TOL,155.0
SCE,TOL,4.0
OKC,TOL,23.0
ACY,TOL,57.0
LEX,TDZ,1.0
CID,TOL,9.0
DCA,TOL,5.0
ABY,TDZ,2.0
ABY,TOL,1.0
FTW,TOL,2.0
ELM,TOL,3.0
AUS,TOL,2.0
MRC,TOL,3.0
IRS,TOL,1.0
AVL,TOL,3.0
BQK,TOL,1.0
ABQ,TOL,7.0
SGF,TOL,2.0
MYR,TOL,19.0
HSV,TOL,36.0
HSV,TDZ,1.0
LSV,TOL,2.0
DSM,TOL,6.0
HOU,TOL,4.0
DBQ,TOL,1.0
PWK,TDZ,1.0
FOE,TOL,1.0
MKL,TOL,2.0
LCH,TOL,2.0
CRP,TOL,1.0
NZC,TOL,2.0
TN6,TOL,1.0
LIT,TDZ,1.0
TLH,TOL,4.0
TOL,YNG,5.0
SLN,TOL,1.0
MIB,TOL,1.0
MGM,TOL,3.0
LYH,TOL,3.0
DRT,TOL,4.0
LAF,TOL,4.0
SAV,TOL,2.0
GPT,TOL,21.0
ISO,TOL,1.0
CHO,TOL,1.0
COS,TOL,9.0
SUS,TOL,3.0
MFD,TOL,2.0
ILG,TOL,4.0
MKC,TOL,1.0
RWI,TOL,2.0
SAT,TOL,9.0
SPI,TOL,2.0
PGD,TOL,104.0
TOL,TUS,4.0
APN,TOL,2.0
HIF,TOL,1.0
AGS,TOL,2.0
FDY,TOL,1.0
ILN,TOL,542.0
BIS,TOL,2.0
FOE,IND,5.0
FOE,SLC,54.0
COU,FOE,4.0
FOE,PIA,1.0
FOE,STL,914.0
FOE,OAK,2.0
EVV,FOE,14.0
DEC,FOE,2.0
DTW,FOE,6.0
CMH,FOE,5.0
FOE,SPI,2.0
FOE,MCI,1191.0
CRW,FOE,2.0
CVG,FOE,2.0
BNA,FOE,13.0
CAK,FOE,1.0
FOE,GYY,1.0
FOE,MSP,10.0
FOE,GJT,1.0
ATL,FOE,9.0
DSM,FOE,15.0
FOE,ORD,7.0
FOE,LBL,3.0
FOE,YIP,24.0
CYS,FOE,3.0
DOV,FOE,2.0
FOE,SGF,4.0
FOE,PIT,2.0
FOE,SAN,3.0
FOE,MHK,15.0
FOE,LIT,4.0
FOE,SWO,13.0
FOE,LAX,5.0
FOE,LNK,4.0
FOE,MFR,1.0
FOE,LSE,2.0
FOE,LBB,21.0
FOE,LAN,9.0
FOE,MCO,6.0
FOE,LAR,4.0
CLL,FOE,36.0
FOE,OKC,31.0
FOE,MSY,3.0
FOE,GCK,2.0
ABQ,FOE,3.0
BWI,FOE,3.0
FOE,PHL,7.0
FOE,LAS,289.0
FOE,MKE,62.0
FOE,MAF,1.0
FOE,PHX,9.0
FOE,ICT,4.0
FOE,SHV,5.0
FOE,JFK,1.0
FOE,LEX,7.0
AEX,FOE,1.0
FOE,SCE,2.0
FOE,LBF,1.0
FLL,FOE,4.0
BMG,FOE,3.0
CID,FOE,6.0
FOE,MSN,7.0
FOE,RFD,19.0
CLT,FOE,1.0
CLE,FOE,2.0
FOE,RIV,2.0
FOE,GLH,1.0
FOE,GRK,3.0
FOE,GPT,2.0
FOE,RDU,8.0
AMA,FOE,3.0
CAE,FOE,3.0
BTR,FOE,2.0
ABE,FOE,1.0
FOE,SJC,2.0
AHN,FOE,1.0
FOE,IAH,2.0
FOE,SAT,3.0
FOE,IAD,2.0
FOE,SBN,2.0
FOE,SVN,1.0
ALO,FOE,2.0
FOE,TYS,2.0
FOE,MEM,3.0
ELP,FOE,4.0
ELP,TUS,3582.0
IAH,TUS,43404.0
ORD,TUS,46072.0
LAS,TUS,67650.0
SJC,TUS,4451.0
PIT,TUS,13.0
STL,TUS,4177.0
BNA,TUS,25.0
PHX,TUS,199541.0
MCO,TUS,10.0
LNK,TUS,4.0
SLC,TUS,33433.0
SFO,TUS,4670.0
OKC,TUS,141.0
MSP,TUS,19431.0
LAX,TUS,129946.0
ABQ,TUS,19632.0
MCI,TUS,1192.0
CID,TUS,6.0
IND,TUS,42.0
SAT,TUS,1470.0
PDX,TUS,985.0
CLT,TUS,436.0
BWI,TUS,17.0
ATL,TUS,12541.0
DTW,TUS,58.0
PHL,TUS,19.0
SNA,TUS,1726.0
MKE,TUS,154.0
DSM,TUS,41.0
MEM,TUS,5712.0
MAF,TUS,21.0
SEA,TUS,9117.0
ICT,TUS,101.0
AMA,TUS,25.0
FSD,TUS,12.0
COS,TUS,95.0
LIT,TUS,767.0
OAK,TUS,4253.0
SAN,TUS,32389.0
CVG,TUS,7963.0
JFK,TUS,1179.0
HOU,TUS,19.0
CMH,TUS,9.0
MDW,TUS,4821.0
BSM,TUS,1.0
ABI,TUS,30.0
LCK,TUS,5.0
TUS,YIP,14.0
JAN,TUS,7.0
BDL,TUS,2.0
SMF,TUS,2146.0
PVD,TUS,8.0
MKC,TUS,1.0
MSY,TUS,16.0
GRF,TUS,3.0
TUS,TYR,1.0
ART,TUS,1.0
MGM,TUS,11.0
LSV,TUS,73.0
MSN,TUS,9.0
LWS,TUS,12.0
BRO,TUS,11.0
AVL,TUS,7.0
FCA,TUS,2.0
TUS,TYS,17.0
FAI,TUS,2.0
MHK,TUS,16.0
NZY,TUS,36.0
RCA,TUS,11.0
HMN,TUS,6.0
FSM,TUS,12.0
AEX,TUS,47.0
BHM,TUS,13.0
PVU,TUS,1.0
DMA,TUS,9.0
GFK,TUS,4.0
ILG,TUS,1.0
IAD,TUS,695.0
BTR,TUS,9.0
GTF,TUS,7.0
SJT,TUS,12.0
POB,TUS,9.0
BTL,TUS,1.0
BFI,TUS,9.0
RDU,TUS,18.0
GEG,TUS,482.0
CYS,TUS,5.0
GRK,TUS,79.0
LBB,TUS,176.0
MFR,TUS,4.0
GGG,TUS,28.0
BIF,TUS,87.0
DLF,TUS,14.0
TUS,YKM,2.0
SVN,TUS,42.0
SAF,TUS,3.0
CLE,TUS,8.0
MWH,TUS,6.0
FWA,TUS,3.0
DMA,LSV,5.0
DMA,RST,1.0
RIV,TUS,86.0
LEX,TUS,6.0
LSF,TUS,10.0
OLS,TUS,5.0
PBI,TUS,2.0
GJT,TUS,16.0
OAJ,TUS,4.0
BAD,TUS,11.0
BFL,TUS,11.0
BAD,DMA,4.0
DMA,POB,1.0
SZL,TUS,2.0
SGF,TUS,598.0
NBG,TUS,3.0
ILN,TUS,290.0
HOT,TUS,5.0
SHV,TUS,23.0
BWI,DMA,2.0
AZO,TUS,1.0
LAF,TUS,3.0
RIC,TUS,10.0
EFD,TUS,5.0
DYS,TUS,5.0
MOB,TUS,1.0
HON,TUS,1.0
TIK,TUS,7.0
RAP,TUS,2.0
HSV,TUS,9.0
BTV,TUS,1.0
NKX,TUS,8.0
GPT,TUS,21.0
MSO,TUS,3.0
ABR,TUS,1.0
CAE,TUS,10.0
RDD,TUS,17.0
BIS,TUS,2.0
DQF,TUS,30.0
BIL,TUS,2.0
SKA,TUS,2.0
ROA,TUS,5.0
OGG,TUS,1.0
GNV,TUS,2.0
PIB,TUS,1.0
PAM,TUS,4.0
FLG,TUS,1.0
TUS,VGT,8.0
CDC,TUS,6.0
FLL,TUS,7.0
SBP,TUS,1.0
MUO,TUS,5.0
CLL,TUS,7.0
SKF,TUS,2.0
DMA,SKF,1.0
DCA,TUS,5.0
CHA,TUS,2.0
CMH,DMA,1.0
PUW,TUS,6.0
LAR,TUS,1.0
MCF,TUS,1.0
APC,TUS,1.0
RFD,TUS,92.0
SAV,TUS,1.0
NJK,TUS,8.0
LRU,TUS,1.0
MHT,TUS,2.0
GSP,TUS,1.0
PNS,TUS,4.0
RST,TUS,6.0
MBS,TUS,1.0
AZA,TUS,21.0
COS,DMA,1.0
ANC,TUS,1.0
TUS,VAD,4.0
DMA,RFD,1.0
BUF,TUS,2.0
FOE,TUS,1.0
CWA,TUS,2.0
SBA,TUS,2.0
DMA,HMN,3.0
LUF,TUS,5.0
LAN,TUS,3.0
HNL,TUS,2.0
MCI,TUP,9.0
TUP,YIP,6.0
CSG,TUP,4.0
MEM,TUP,15738.0
GTR,TUP,967.0
ATL,TUP,4189.0
PIB,TUP,4.0
BTR,TUP,12.0
PFN,TUP,6.0
TUP,XNA,14.0
LEX,TUP,11.0
BHM,TUP,5.0
HSV,TUP,8.0
LFT,TUP,6.0
TUL,TUP,1.0
FYV,TUP,10.0
GNV,TUP,24.0
NEW,TUP,2.0
TLH,TUP,3.0
CHA,TUP,4.0
EVV,TUP,2.0
CVG,TUP,1.0
BIF,TUP,1.0
ORD,TUP,1.0
CAE,TUP,10.0
CMH,TUP,2.0
TUP,TYS,9.0
AEX,TUP,1.0
GSP,TUP,3.0
MGM,TUP,4.0
LRD,TUP,1.0
BOS,TUP,4.0
PAH,TUP,3.0
COU,TUP,2.0
BNA,TUP,6.0
GSO,TUP,4.0
GLH,TUP,4.0
DFW,TUP,1.0
AVL,TUP,1.0
PHX,TUP,2.0
LAN,TUP,1.0
SFB,TUP,4.0
DSM,TUP,3.0
CHS,TUP,2.0
MOB,TUP,2.0
OKC,TUP,1.0
DTW,TUP,1.0
JAN,TUP,3.0
GPT,TUP,2.0
CLE,TUP,1.0
CLT,TUP,1.0
TCL,TUP,2.0
CHO,TUP,2.0
PNS,TUP,1.0
RDU,TUP,2.0
SAT,UVA,4.0
RKS,VEL,50.0
SLC,VEL,3499.0
CPR,VEL,1.0
GJT,VEL,4.0
FMN,VEL,85.0
LAR,VEL,15.0
CWA,GRB,3914.0
CWA,OSH,47.0
CWA,MCO,1.0
ATW,CWA,5283.0
CWA,ORD,69409.0
CWA,MQT,3913.0
CWA,SLC,81.0
BFF,CWA,4.0
CWA,LSE,130.0
CWA,MKE,12930.0
CWA,MSN,36.0
CWA,RFD,10.0
CWA,ESC,136.0
CWA,RAP,18.0
AZO,CWA,5.0
CWA,MSP,58937.0
CWA,MSY,11.0
CWA,TVC,5.0
CWA,LBF,2.0
CWA,DTW,32631.0
CWA,MKG,37.0
CWA,EAU,85.0
BJI,CWA,1.0
CWA,DSM,7.0
CWA,RST,2557.0
CWA,YIP,3.0
CWA,MEM,3162.0
CWA,CWI,1.0
CWA,DIK,0.0
BIS,CWA,332.0
CWA,LAS,45.0
CWA,SFB,6.0
CWA,LNK,3.0
CWA,ICT,3.0
ABR,CWA,1.0
CWA,MHT,1.0
ALB,CWA,2.0
CWA,DAY,3.0
CLT,CWA,2.0
CWA,IAD,3.0
CWA,SBN,11.0
CWA,IMT,5.0
CWA,MDW,3.0
CWA,ELP,1.0
RST,STE,2.0
CWA,PIB,1.0
CWA,RDU,2.0
CWA,GYY,1.0
CLE,CWA,7.0
BHM,CWA,2.0
CWA,IND,2.0
ACY,CWA,17.0
CWA,IAH,1.0
CWA,FWA,6.0
BTV,CWA,1.0
BNA,CWA,1.0
CWA,ERI,1.0
CWA,GPT,1.0
CWA,XNA,1.0
CWA,FSM,2.0
CVG,CWA,1.0
ATW,STE,1.0
MEM,STE,1.0
CWA,LAN,4.0
ATL,CWA,1.0
CWA,OKC,1.0
CWA,TUL,1.0
CWA,MCI,3.0
CWA,SGF,3.0
CWA,FSD,2.0
CWA,TYS,1.0
CWA,STL,3.0
CWA,PIT,2.0
CWA,LEX,1.0
LWS,YKM,66.0
GEG,YKM,9489.0
SEA,YKM,124511.0
PUW,YKM,23.0
PDX,YKM,12619.0
FCA,YKM,4.0
CLM,YKM,20.0
PDT,YKM,25.0
BLI,YKM,32.0
EAT,YKM,753.0
DFW,YKM,10.0
ALW,YKM,10518.0
MSP,YKM,6.0
ANC,YKM,13.0
MWH,YKM,770.0
SJC,YKM,4.0
PHX,YKM,8.0
LAX,YKM,6.0
SNA,YKM,3.0
RDD,YKM,1.0
BIL,YKM,14.0
SFO,YKM,5.0
CVG,YKM,2.0
SMF,YKM,6.0
MFR,YKM,9.0
BZN,YKM,6.0
HNL,YKM,2.0
HLN,YKM,1.0
ATL,YKM,2.0
YKM,YUM,1.0
GTF,YKM,4.0
IAH,YKM,2.0
MSO,YKM,5.0
TWF,YKM,1.0
ABQ,YKM,1.0
PIH,YKM,1.0
FAT,YKM,2.0
OAK,YKM,6.0
ELP,YKM,1.0
FWA,YKM,4.0
SAN,YKM,3.0
PIA,YKM,1.0
AMA,YKM,3.0
MCI,YKM,4.0
IDA,YKM,1.0
RAP,YKM,1.0
STL,YKM,3.0
AUS,YKM,1.0
BOS,YKM,1.0
POB,YKM,6.0
GFK,YKM,2.0
GRR,YKM,2.0
NZY,YKM,6.0
ORD,YKM,2.0
SYR,YKM,1.0
JFK,YKM,1.0
SLC,YKM,1493.0
MEM,YKM,1.0
ABI,YKM,2.0
ABI,PDX,13.0
ABI,MAF,81.0
ABI,TPA,9.0
ABI,IND,5.0
ABI,LIT,9.0
ABI,MSY,9.0
ABI,STL,11.0
ABI,SNA,43.0
ABI,FLL,6.0
ABI,PBI,5.0
ABI,ORD,28.0
ABI,ATL,16.0
ABI,TUL,13.0
ABI,SJC,27.0
ABI,BDL,5.0
ABI,COS,14.0
ABI,ABQ,27.0
ABI,BFL,4.0
ABI,HSV,7.0
ABI,DSM,16.0
ABI,CVG,8.0
ABI,SMF,13.0
ABI,ELP,39.0
ABI,MSP,24.0
ABI,SEA,27.0
ABI,ICT,21.0
ABI,OAK,12.0
ABI,SFO,23.0
ABI,OKC,20.0
ABI,BNA,7.0
ABI,ILE,9.0
ABI,EWR,7.0
ABI,SGF,11.0
ABI,SJT,124.0
ABI,SAT,39.0
ABI,LAS,155.0
ABI,CRP,31.0
ABI,SLC,63.0
ABI,FAT,7.0
ABI,SAN,38.0
ABI,GSO,4.0
ABI,AMA,35.0
ABI,PHX,30.0
ABI,BPT,6.0
ABI,LBB,9304.0
ABI,MCO,11.0
ABI,RIC,5.0
ABI,LAX,32.0
ABI,DTW,5.0
ABI,BHM,6.0
ABI,MIA,11.0
ABI,DAY,2.0
ABI,MCI,14.0
ABI,RDU,9.0
ABI,GTR,1.0
ABI,LGA,2.0
ABI,CLT,11.0
ABI,JAX,6.0
ABI,CLL,15.0
ABI,IAH,12016.0
ABI,FSM,1.0
ABI,BOS,4.0
ABI,OMA,7.0
ABI,SHV,5.0
ABI,IAD,3.0
ABI,DCA,7.0
ABI,BWI,5.0
ABI,GJT,10.0
ABI,SPS,20.0
ABI,EAU,1.0
ABI,PIT,6.0
ABI,LFT,8.0
ABI,HOU,17.0
ABI,MGM,3.0
ABI,AEX,3.0
ABI,PHL,7.0
ABI,GRR,4.0
ABI,JAN,7.0
ABI,TYS,8.0
ABI,MDW,6.0
ABI,FWA,3.0
ABI,CMH,4.0
ABI,MSN,4.0
ABI,BTR,2.0
ABI,CID,8.0
ABI,MEM,7.0
ABI,SAV,3.0
DYS,JFK,4.0
ABI,GSP,5.0
ABI,MKE,3.0
ABI,GRK,8.0
DYS,HNL,1.0
ABI,SFB,2.0
ABI,XNA,4.0
ABI,BWD,11.0
BGR,DYS,1.0
ABI,PIA,5.0
DYS,LSV,4.0
ABI,BGS,1.0
ABI,ILN,1.0
ABI,MDT,1.0
ABI,PNS,7.0
ABI,LEX,3.0
COS,DYS,1.0
ABI,MOB,3.0
ABI,MTJ,4.0
ABI,ROW,4.0
ABI,CAE,4.0
ABI,CLE,6.0
ABI,CMI,1.0
ABI,CHS,2.0
DYS,RCA,3.0
ABI,GPT,2.0
ABI,LTS,1.0
ABI,SWW,1.0
ABI,CHA,1.0
ABI,STJ,3.0
ABI,SBA,1.0
ABI,FNT,1.0
DYS,SEA,1.0
DYS,PHX,1.0
ABI,BMI,1.0
AOO,YIP,5.0
AOO,JST,3577.0
AOO,PIT,7365.0
AOO,SCE,39.0
AOO,JHW,1.0
AOO,IAD,6793.0
AWX,HNL,1.0
ADM,YIP,16.0
ADM,ELP,3.0
ADM,STL,1.0
ADM,DFW,4.0
ADM,MCI,3.0
ADM,SAT,1.0
ADM,CLT,2.0
ADM,BWI,1.0
ADM,PDX,1.0
ADM,ILN,12.0
ADM,BOS,1.0
ADM,PHX,1.0
ADM,MCO,2.0
ADM,SFO,1.0
ADM,LEX,1.0
AST,SEA,139.0
AST,PDX,5001.0
AST,BFI,9.0
ATL,SYR,39568.0
ATL,SAV,156691.0
ATL,RIC,114865.0
ABE,ATL,36350.0
ATL,PWM,20147.0
ATL,AVP,19129.0
ATL,PDX,35439.0
ATL,LAS,100620.0
ATL,TYS,117870.0
ATL,BWI,183405.0
ATL,CLT,233436.0
ATL,CLE,143047.0
ATL,AVL,92959.0
ATL,HSV,112093.0
ATL,GSO,147642.0
ATL,CHS,137779.0
ATL,FWA,29559.0
ATL,MGM,105209.0
ATL,CVG,131070.0
ATL,PIT,177848.0
ATL,BHM,131345.0
ATL,MDT,41481.0
ATL,GSP,118563.0
ATL,PVD,54528.0
ATL,STL,185954.0
ATL,LEX,96133.0
ATL,MKE,118930.0
ATL,BNA,138063.0
ATL,ROC,62072.0
ATL,PNS,135981.0
ATL,BUF,93163.0
ATL,ORD,344038.0
AGS,ATL,116649.0
ATL,MDW,132506.0
ATL,IAH,202711.0
ATL,HOU,119488.0
ATL,DTW,217997.0
ATL,ELP,15431.0
ATL,SEA,63196.0
ATL,CAE,130143.0
ATL,CMH,97448.0
ATL,ICT,53193.0
ATL,RDU,209151.0
ATL,ROA,79001.0
ATL,CSG,87947.0
ATL,BDL,86729.0
ATL,HNL,13751.0
ATL,JFK,81436.0
ATL,LGA,291276.0
ATL,MCO,319861.0
ATL,PHX,127963.0
ATL,MEM,233262.0
ATL,JAN,91465.0
ATL,LNK,183.0
ATL,JAX,199531.0
ATL,SLC,108700.0
ATL,PHL,280330.0
ATL,SFO,104386.0
ATL,OKC,47731.0
ATL,CRP,12657.0
ATL,PBI,151117.0
ATL,FLL,236240.0
ATL,COS,18059.0
ATL,MSY,178790.0
ATL,TLH,116430.0
ATL,SAT,95757.0
ATL,MSP,177533.0
ATL,IND,115822.0
ATL,GRR,27668.0
ATL,MCI,143628.0
ATL,LIT,68249.0
ATL,LAX,148806.0
ATL,IAD,236064.0
ATL,DCA,232248.0
ATL,SHV,46759.0
ABQ,ATL,30764.0
ATL,BTR,63785.0
ATL,CHA,108117.0
ATL,GNV,91527.0
ATL,PFN,101837.0
ATL,CID,2564.0
ATL,SAN,61227.0
ANC,ATL,19059.0
ATL,BIF,5.0
AMA,ATL,28.0
ATL,GEG,9.0
ATL,AZO,1503.0
ATL,FSD,1640.0
ATL,MYR,105644.0
ATL,OAJ,27787.0
ATL,FAY,80923.0
ATL,ILM,79458.0
ATL,GTR,53842.0
ATL,MEI,39820.0
ATL,FLO,40607.0
ATL,GPT,101779.0
ATL,VLD,49175.0
ATL,BQK,44679.0
ATL,EVV,57378.0
ATL,CRW,66029.0
ATL,LYH,31794.0
ATL,YIP,291.0
ATL,LBB,13.0
ATL,LFT,13105.0
ATL,RAP,3.0
ATL,SNA,31796.0
ATL,ESF,12.0
AEX,ATL,12629.0
ATL,DSM,22136.0
ATL,GJT,51.0
ATL,SBN,20724.0
ATL,SJC,19062.0
ATL,SMF,19705.0
ATL,MBS,12.0
ATL,BMI,35867.0
ATL,GLH,0.0
ATL,BSM,1.0
ATL,DET,1782.0
PDK,YIP,50.0
ATL,XNA,39308.0
ATL,BRO,60.0
ATL,GTF,6.0
ATL,MHT,18629.0
ATL,CKB,254.0
BUF,PDK,7.0
ATL,CHO,15749.0
BRO,PDK,3.0
ATL,BMG,9.0
ATL,SFB,910.0
ATL,MKG,3.0
LRD,PDK,7.0
LEX,PDK,3.0
ATL,ORH,3359.0
MEM,PDK,3.0
ATL,OAK,10285.0
ATL,MSN,4290.0
ATL,FSM,2294.0
ATL,FTW,1.0
ATL,LCH,25.0
ATL,TVC,204.0
ATL,EFD,27.0
ATL,PDK,3.0
DET,PDK,3.0
ANB,ATL,1.0
ATL,EYW,14050.0
ATL,JAC,954.0
ATL,SVN,7.0
ATL,LSE,13.0
ATL,CMI,453.0
ATL,RWI,2.0
PDK,SBN,2.0
ATL,ILN,6576.0
ATL,ILG,1544.0
ATL,TCL,73.0
ATL,PIB,3.0
ATL,PGV,9.0
ATL,BTV,4312.0
MFD,PDK,1.0
FTY,YIP,3.0
ATL,BFR,1.0
AFW,PDK,3.0
MLU,PDK,1.0
ATL,ITH,1.0
ATL,CLL,14.0
ATL,SCE,653.0
OKC,PDK,1.0
FTY,MCI,3.0
ATL,WGO,2.0
ATL,SGF,8778.0
IND,PDK,3.0
ATL,OGG,352.0
ATL,GRK,4664.0
ATL,ATW,10994.0
MBS,PDK,1.0
ATL,LCK,323.0
ATL,HIK,1.0
ATL,BKL,27.0
ATL,GRB,1628.0
CLE,PDK,2.0
ALO,ATL,1.0
ATL,RFD,1592.0
PDK,RFD,1.0
PDK,ROC,1.0
BNA,PDK,5.0
ATL,SUS,23.0
CVG,PDK,2.0
LUK,PDK,5.0
DTW,PDK,2.0
ATL,NQX,4.0
ATL,COU,6.0
ATL,BFI,7.0
ATL,SPS,5.0
PDK,SPS,1.0
ATL,POB,10.0
ATL,FYV,17.0
ATL,MKC,2.0
PDK,ZZV,5.0
PDK,SHV,3.0
ATL,SUX,1.0
LIT,PDK,1.0
ATL,GDC,3.0
ATY,FTY,2.0
ATY,PDK,1.0
ATL,VAD,1.0
PDK,TOL,1.0
PBI,PDK,1.0
ACY,ATL,2773.0
KY5,PDK,8.0
ATL,KY5,3.0
ATL,NZC,5.0
HOU,PDK,2.0
ATL,FTY,1.0
ATL,BZN,429.0
ATL,DPA,1.0
ATL,HKY,1400.0
ATL,BPT,564.0
ATL,LAN,2184.0
ATL,ISO,2916.0
ISM,PDK,2.0
ATL,TTN,346.0
BRD,PDK,1.0
PDK,RDU,1.0
ATL,MTJ,214.0
ATL,EDF,1.0
ATL,FAI,6.0
ATL,HOT,156.0
FTY,ILG,1.0
ATL,CEV,2.0
ATL,MHK,3.0
ATL,BGM,1470.0
ATL,HLM,1.0
PDK,PNE,1.0
ATL,SWO,7.0
ATL,BAD,1.0
MSY,PDK,1.0
ATL,EWN,4628.0
FTY,JAC,1.0
ATL,CLU,1.0
ATL,CYS,7.0
ATL,DQF,1.0
BFI,PDK,1.0
ATL,LAF,3.0
ATL,FCA,114.0
FTY,RNO,1.0
ATL,OCF,1.0
PDK,PIT,1.0
BTV,PDK,1.0
MDW,PDK,1.0
FTY,PHX,1.0
ATL,NQA,1.0
ACY,FTY,2.0
PDK,SFO,1.0
ATL,WQM,2.0
ATL,YNG,3.0
ATL,MIE,1.0
ATL,SSC,1.0
ATL,SLN,1.0
ATL,BKG,788.0
ATL,BIL,153.0
ATL,LSF,4.0
MTN,PDK,2.0
ATL,SHD,2.0
AGS,MCO,25.0
AGS,JFK,16.0
AGS,CAE,933.0
AGS,RDU,17.0
AGS,CMH,6.0
AGS,GSO,12.0
AGS,CHS,39.0
AGS,GSP,24.0
AGS,PVD,9.0
AGS,DCA,39.0
AGS,IAD,16.0
AGS,RIC,18.0
AGS,SAV,2436.0
AGS,CLT,39292.0
AGS,CLE,28.0
AGS,BWI,23.0
AGS,FLL,22.0
AGS,PHL,176.0
AGS,JAX,77.0
AGS,DAY,7.0
AGS,MOB,7.0
AGS,HOU,2.0
AGS,CSG,6.0
AGS,PNS,9.0
AGS,PBI,16.0
AGS,TYS,3.0
AGS,MEM,19.0
AGS,MLU,3.0
AGS,GNV,15.0
AGS,TLH,17.0
AGS,PIT,17.0
AGS,FLO,15.0
AGS,CRW,2.0
AGS,CVG,444.0
AGS,BUF,7.0
AGS,LIT,2.0
AGS,SAT,10.0
AGS,AVL,4.0
AGS,BGR,2.0
AGS,BDL,10.0
AGS,JAN,4.0
AGS,ROA,3.0
AGS,STL,8.0
AGS,LEX,2.0
AGS,OAJ,9.0
AGS,MYR,24.0
AGS,SLC,2.0
AGS,LAX,5.0
AGS,FAY,14.0
AGS,CHA,6.0
AGS,SYR,3.0
AGS,VLD,3.0
AGS,ILM,22.0
AGS,MGM,2.0
AGS,LGA,247.0
AGS,HSV,4.0
AGS,SNA,6.0
AGS,BQK,3.0
AGS,ORD,10.0
AGS,IAH,1847.0
AGS,DTW,2.0
AGS,FWA,2.0
AGS,COS,1.0
AGS,MSP,8.0
AGS,PWM,4.0
AGS,SJC,4.0
AGS,MEI,1.0
AGS,YIP,21.0
AGS,OKC,1.0
AGS,LYH,1.0
AGS,DHN,2.0
AGS,AMA,1.0
AGS,NQA,2.0
AGS,MHT,4.0
AGS,BHM,6.0
ACY,AGS,169.0
AGS,SFB,103.0
AGS,ELP,1.0
AGS,IND,10.0
AGS,MKE,3.0
AGS,BNA,4.0
AGS,AUS,3.0
AGS,PHX,2.0
AGS,ICT,6.0
AGS,ROC,4.0
AGS,LAS,2.0
AGS,XNA,1.0
AGS,SHV,4.0
AGS,BTR,2.0
AGS,LSE,1.0
AGS,PDX,2.0
ABE,AGS,6.0
AGS,BWG,6.0
AGS,TUL,1.0
AGS,FNT,2.0
AGS,MDW,2.0
AGS,GTR,2.0
AGS,ATW,7.0
AGS,SEA,1.0
AGS,ISO,1.0
AGS,BGM,1.0
AGS,MDT,1.0
AGS,SAN,4.0
AGS,CHO,2.0
AGS,MSY,9.0
AGS,GPT,17.0
AGS,OAK,1.0
AGS,CWA,1.0
AGS,ERI,1.0
AGS,GRR,1.0
AGS,SFO,1.0
AGS,RNO,2.0
AGS,GRK,2.0
AGS,SMF,2.0
AGS,FXE,1.0
AGS,BZN,1.0
AGS,EWN,1.0
AGS,BDR,2.0
AGS,PFN,1.0
AGS,BMI,1.0
AGS,SBN,1.0
AGS,EYW,1.0
AUG,MHT,12.0
AUG,RKD,3071.0
AUG,LGA,1.0
BTV,WVL,1.0
AUG,BDR,2.0
AUG,BGR,3.0
DET,WVL,1.0
BKW,MSP,1.0
BKW,MDW,2.0
BKW,IAD,3409.0
BKW,CRW,6.0
BKW,PIT,2140.0
BKW,YIP,1.0
BKW,IND,15.0
BKW,PKB,5.0
BKW,ILM,1.0
BKW,TPA,1.0
BKW,LGA,2.0
BKW,CMH,237.0
BKW,SHD,1744.0
BFR,YIP,3.0
BJI,MSP,36699.0
BJI,BRD,3052.0
BJI,STC,235.0
BJI,LNK,1.0
ATY,BJI,1.0
GFK,VWL,3394.0
BJI,CID,1.0
BJI,MSN,13.0
BJI,MKE,3.0
AXN,BJI,343.0
BDL,BJI,2.0
BJI,YIP,1.0
BJI,GRB,2.0
BJI,FFM,9.0
JMS,VWL,2.0
BJI,RIC,1.0
BJI,FSD,5.0
BJI,GFK,388.0
BJI,IAD,2.0
BJI,GRR,2.0
BZN,FCA,426.0
BZN,MSP,27086.0
BZN,GTF,10047.0
BIL,BZN,11688.0
BZN,GEG,6856.0
BZN,MSO,8699.0
BZN,SLC,57681.0
BZN,JAC,495.0
BZN,TWF,6.0
BZN,IDA,640.0
BZN,SEA,17508.0
BZN,OMA,1.0
BZN,LWS,24.0
