source,target,weight
MDT,PNS,1.0
MDT,TUS,1.0
MDT,RNO,3.0
CGI,MDT,1.0
CID,MDT,1.0
MDT,XNA,3.0
LAF,MDT,2.0
MDT,TN6,1.0
MDT,RAP,3.0
ACY,MDT,3.0
MDT,SBN,14.0
ILM,MDT,2.0
MDT,SHV,28.0
MDT,SAT,29.0
MDT,SHD,1.0
BIS,MDT,1.0
DQF,MDT,1.0
JAN,MDT,1.0
BIL,MDT,1.0
MDT,SMF,1.0
ITH,MDT,1.0
MDT,PDX,1.0
HSV,MDT,2.0
CAK,HSV,2.0
HSV,PHL,21.0
HSV,JAX,69.0
CHO,HSV,10.0
HSV,IND,92.0
HSV,IAD,12963.0
DCA,HSV,25492.0
HSV,MCI,39.0
HSV,SHV,34.0
CHA,HSV,2111.0
FLL,HSV,116.0
HSV,LIT,2045.0
BTR,HSV,14.0
HSV,MSY,24.0
HSV,MGM,12.0
HSV,SFO,13.0
HSV,LAX,26.0
HSV,SAN,12.0
HSV,TLH,7.0
HSV,PVD,11.0
HSV,MCN,1.0
ABQ,HSV,14.0
ALB,HSV,2.0
HSV,OKC,26.0
HSV,SNA,9.0
HSV,SLC,24.0
HSV,MSP,16.0
HSV,SAT,20.0
COS,HSV,19.0
HSV,PIT,13.0
HSV,SBN,8.0
HSV,SAV,790.0
HSV,MBS,2.0
BMI,HSV,3.0
DCU,HSV,1.0
HSV,SMF,8.0
CLU,HSV,1.0
BGR,HUA,1.0
BTV,HSV,70.0
HSV,PFN,5.0
HSV,XNA,15.0
GRR,HSV,9.0
HSV,ILN,352.0
BRO,HSV,4.0
FTW,HSV,5.0
HSV,SPS,16.0
HSV,SAF,1.0
HSV,PDX,5.0
HSV,MHT,3.0
HSV,ROC,3.0
HSV,TVC,2.0
APF,HSV,1.0
HSV,ORH,1.0
AVP,HSV,1.0
HKS,HSV,1.0
GNV,HSV,1.0
BWG,HSV,1.0
CRW,HSV,1.0
HSV,SGF,9.0
ATW,HSV,4.0
HSV,LAN,1.0
ERI,HSV,2.0
HSV,JAC,3.0
FLO,HSV,3.0
HOT,HSV,2.0
HSV,ILM,2.0
FSD,HSV,1.0
FAY,HSV,3.0
AL3,ILG,1.0
HSV,PNE,2.0
HSV,PBI,2.0
ABY,HSV,1.0
HSV,MSN,3.0
HSV,LNK,1.0
HUT,ORD,1.0
GCK,HUT,1.0
AFW,HUT,2.0
IRK,MCI,1937.0
IRK,MDW,1.0
IRK,PHL,1.0
LRU,SEA,1.0
CVN,LRU,1.0
LRU,SVC,10.0
ABQ,LRU,2630.0
ATL,LRU,1.0
ACT,LRU,1.0
LRU,OKC,1.0
LRU,SLC,1.0
FAT,LRU,10.0
ANB,LRU,1.0
LRU,SFB,2.0
LRU,MLU,1.0
LRU,SAT,1.0
LRU,MGM,1.0
LRU,SJC,1.0
LNK,LRU,3.0
LGU,LRU,9.0
LHV,MDT,1.0
ABQ,LAM,600.0
IAH,LAM,1.0
MHT,PVD,118.0
MHT,PIT,29612.0
MHT,PHL,93563.0
IAD,MHT,31626.0
GRR,MHT,20.0
DCA,MHT,26308.0
IND,MHT,1930.0
FLL,MHT,848.0
MCI,MHT,3809.0
MHT,MSP,5147.0
JAX,MHT,25.0
MHT,SFO,7.0
LAX,MHT,10.0
ACY,MHT,192.0
ILN,MHT,1348.0
MHT,MSO,1.0
LAN,MHT,1.0
MHT,MYR,175.0
MHT,OKC,5.0
MHT,PBI,8.0
MHT,MSY,6.0
MHT,YNG,7.0
MCE,MHT,1.0
JAN,MHT,3.0
BIS,MHT,2.0
MHT,PWK,1.0
ILG,MHT,2.0
LIT,MHT,2.0
FYV,MHT,1.0
MHT,RUT,3.0
MHT,TTN,2.0
ILM,MHT,2.0
MHT,RAP,1.0
GFK,MHT,1.0
MHT,POB,1.0
BFF,MCW,1.0
MCW,SLC,2.0
MCW,MSP,25704.0
MCW,SUX,24.0
MCW,RFD,1.0
CID,MCW,9.0
ABR,MCW,4.0
CWA,MCW,1.0
MCW,SBN,3.0
MCI,MCW,1.0
MCW,SGF,1.0
IAD,MCW,6.0
MGM,TLH,23.0
MGM,MSY,35.0
MGM,SLC,13.0
LEX,MGM,5.0
BOS,MGM,1.0
MGM,PIT,4.0
FLL,MGM,15.0
MGM,PBI,3.0
MGM,MSP,10.0
BTR,MGM,2162.0
MGM,OMA,2.0
IAD,MGM,7.0
LIT,MGM,14.0
MGM,SAT,28.0
MGM,PFN,13.0
JAX,MGM,3.0
MGM,OKC,8.0
GNV,MGM,5.0
MDW,MGM,3.0
MGM,SHV,18.0
DCA,MGM,14.0
FLO,MGM,1.0
IND,MGM,5.0
MGM,OAJ,1.0
BUF,MGM,1.0
ABQ,MGM,4.0
MGM,PHL,1.0
COS,MGM,2.0
DSM,MGM,2.0
MXF,POB,1.0
LAX,MXF,2.0
LAX,MGM,3.0
CHO,MGM,2.0
MGM,SFO,2.0
CHA,MGM,4.0
FYV,MGM,8.0
MGM,ROA,1.0
MGM,PHX,3.0
EYW,MGM,6.0
GRR,MGM,5.0
MGM,TVC,3.0
MGM,MYR,1.0
MGM,RIC,2.0
DRT,MGM,3.0
HKS,MGM,1.0
MGM,OAK,1.0
ILG,MGM,4.0
MCI,MGM,2.0
CIC,MGM,1.0
MXF,TOL,1.0
APF,MGM,1.0
FTW,MGM,1.0
MGM,SAN,1.0
MGM,SDM,2.0
MGM,MKE,2.0
HIF,MGM,1.0
CRP,MGM,2.0
CLL,MGM,1.0
MGM,XNA,6.0
LAW,MGM,1.0
BMI,MGM,2.0
BWG,MGM,2.0
CLT,MGW,1.0
MGW,ORD,1.0
DCA,MGW,2646.0
MGW,PIT,17659.0
EWR,MGW,2.0
MGW,PKB,351.0
CRW,MGW,2.0
MGW,RIC,1.0
MGW,TYS,1.0
BWI,MGW,1.0
MGW,PHL,3.0
MDT,MGW,2.0
IAD,MGW,2483.0
BUF,MOR,4.0
MWH,ORD,8.0
MSP,MWH,19.0
CLM,MWH,1.0
MWH,SFO,9.0
ALW,MWH,5486.0
HNL,MWH,5.0
LAX,MWH,1.0
MWH,PUW,1.0
GTF,MWH,12.0
HLN,MWH,4.0
BZN,MWH,2.0
ELP,MWH,1.0
MEM,MWH,1.0
GJT,MWH,1.0
FAT,MWH,1.0
MCI,MWH,1.0
MWH,OGG,1.0
DTW,MWH,1.0
DAY,MWH,1.0
CVS,MWH,1.0
LAS,MWH,1.0
ABQ,MWH,5.0
MWH,OKC,1.0
FAR,MWH,1.0
MWH,RNO,2.0
DSM,MWH,2.0
CMH,MWH,1.0
DFW,MWH,1.0
MKE,MWH,1.0
MWH,SMF,1.0
ARA,PHL,1.0
ARA,BGR,2.0
ARA,SLC,1.0
ARA,DAY,1.0
ARA,LCH,1.0
ARA,LAX,1.0
ARA,MSP,4.0
ARA,BTV,1.0
ARA,ATL,1.0
ARA,FLL,2.0
CLM,ODW,442.0
ODW,PWT,1.0
OGS,PIT,73.0
GRR,OGB,1.0
MCI,PBF,2.0
ACY,PIT,10117.0
PIT,SFO,45917.0
OAJ,PIT,1.0
PHL,PIT,176579.0
JAX,PIT,4619.0
MYR,PIT,4254.0
FLL,PIT,39273.0
PBI,PIT,24209.0
PIT,PVD,50255.0
MCI,PIT,41326.0
IAD,PIT,73402.0
DCA,PIT,89527.0
ABQ,PIT,10167.0
PIT,SHV,35.0
LAX,PIT,50208.0
MSY,PIT,22351.0
PIT,SAT,7159.0
MSP,PIT,82493.0
IND,PIT,61731.0
GRR,PIT,38711.0
PIT,SLC,1071.0
PIT,SMF,2063.0
LIT,PIT,2380.0
PIT,SBN,32016.0
PIT,TLH,9.0
PIT,PKB,24091.0
PIT,YNG,6640.0
AGC,PIT,2.0
AGC,JFK,3.0
ILM,PIT,8.0
CHA,PIT,21.0
HUF,PIT,3.0
FAY,PIT,5.0
AGC,DAY,1.0
OKC,PIT,122.0
GTR,PIT,2.0
PGV,PIT,2.0
MHR,PIT,13.0
CID,PIT,974.0
AGC,GCK,1.0
LBB,PIT,1.0
PIT,RAP,6.0
ILN,PIT,3117.0
PIB,PIT,3.0
IPT,PIT,5410.0
CHO,PIT,6549.0
COS,PIT,10.0
CLL,PIT,12.0
PIT,SCE,16491.0
PIT,PNC,1.0
PIT,SDM,1.0
BIF,PIT,1.0
BRO,PIT,4.0
PIT,SLN,3.0
PIT,YUM,1.0
AGC,DHN,1.0
NEW,PIT,1.0
LAW,PIT,1.0
PIT,TCM,1.0
MEI,PIT,1.0
BMG,PIT,2.0
AGC,YNG,1.0
PIT,SGF,5.0
PIT,XNA,20.0
AGC,BTV,1.0
BTL,PIT,4.0
CRP,PIT,2.0
BTR,PIT,12.0
GRI,PIT,1.0
GNV,PIT,3.0
PIT,TVC,2.0
AGC,IND,1.0
IND,PSF,1.0
ALB,PSF,1.0
BWI,PSF,1.0
HRO,PNC,1.0
OKC,PNC,1.0
BWD,PNC,1.0
PDX,PRZ,2.0
DCA,PVD,56554.0
IAD,PVD,34332.0
MSP,PVD,7510.0
PHL,PVD,99140.0
FLL,PVD,6088.0
PBI,PVD,33.0
MYR,PVD,7.0
ACY,PVD,1417.0
LAX,PVD,7.0
JAX,PVD,75.0
BGM,PVD,2.0
MCI,PVD,5556.0
GRR,PVD,42.0
IND,PVD,220.0
MSY,PVD,10.0
PVD,SLC,4.0
PVD,SFO,10.0
LSF,PVD,1.0
OKC,PVD,2.0
ILN,PVD,4116.0
PVD,YNG,30.0
ILM,PVD,5.0
LNK,PVD,1.0
PGV,PVD,1.0
CHO,PVD,12.0
PDX,PVD,1.0
CHA,PVD,6.0
PVD,SBN,15.0
GNV,PVD,5.0
PVD,TUP,1.0
ISO,PVD,2.0
JST,PVD,1.0
PIR,PVD,1.0
PVD,TIK,1.0
PVD,TVC,2.0
PVD,TCL,2.0
PVD,TLH,3.0
PVD,SCE,5.0
FAY,PVD,3.0
PVD,SAT,2.0
PVD,SHV,5.0
FSD,RAP,16222.0
MSP,RAP,45699.0
RAP,SAT,4.0
CID,RAP,4.0
RAP,SUX,9.0
IAH,RAP,1.0
RAP,SLC,19374.0
RAP,SJC,3.0
EWR,RAP,2.0
DSM,RAP,19.0
LGA,RAP,1.0
RAP,SFO,8.0
BFF,RAP,14.0
IAD,RAP,8.0
ICT,RAP,1.0
RAP,SPI,2.0
BGR,RCA,1.0
RAP,SHR,7.0
MSP,RCA,151.0
IND,RAP,170.0
GFK,RAP,7.0
PIA,RAP,11.0
PHL,RAP,3.0
RAP,SBN,3.0
AUS,RAP,31.0
MCI,RAP,5.0
RAP,SAN,1.0
EVV,RAP,5.0
FWA,RAP,3.0
COS,RAP,26.0
RAP,TPA,1.0
RCA,RND,19.0
RAP,SGF,3.0
RAP,RCA,1.0
DPA,RAP,1.0
BNA,RAP,2.0
NBG,RAP,1.0
GRR,RAP,2.0
RAP,SMF,3.0
IDA,RAP,22.0
RAP,RKS,1.0
COS,RCA,2.0
LCK,RAP,1.0
MFR,RAP,1.0
BUF,RAP,4.0
RAP,STJ,4.0
OSH,RAP,5.0
RCA,SLC,1.0
RAP,SYR,1.0
JHW,RAP,1.0
HLN,RAP,34.0
MIA,RAP,1.0
RAP,RDM,1.0
ABI,RAP,1.0
RCA,SAT,1.0
GTF,RAP,6.0
RAP,XNA,1.0
FLL,RAP,2.0
OKC,RAP,2.0
JAX,RAP,4.0
AEX,RAP,1.0
LAS,RCA,1.0
ATW,RAP,3.0
RCA,SKA,1.0
RAP,TVC,1.0
BWG,RAP,1.0
LWS,RAP,1.0
GEG,RCA,1.0
SLC,SMF,67193.0
SFO,SMF,97437.0
CEC,SMF,2589.0
SBA,SMF,2756.0
GJT,SMF,12.0
COS,SMF,2006.0
PUB,SMF,2.0
BGR,SMF,1.0
MSP,SMF,32915.0
SMF,STS,41.0
LAX,SMF,194003.0
BFL,SMF,2925.0
ABQ,SMF,2027.0
BOS,SMF,9.0
MCI,SMF,6320.0
PHL,SMF,761.0
FSD,SMF,18.0
OKC,SMF,1027.0
IAD,SMF,6770.0
LAX,MHR,51.0
MCI,MHR,155.0
BRO,SMF,4.0
BYH,MHR,46.0
MHR,STL,1.0
LIT,SMF,5.0
GFK,SMF,6.0
IND,MHR,36.0
MHR,MSP,15.0
MHR,SAT,1.0
MHR,SLC,1365.0
MHR,SFO,533.0
MHR,PHL,133.0
HIF,MHR,1.0
MHR,PUB,2.0
SLN,SMF,3.0
MHR,SMF,25.0
ILN,SMF,23.0
ILN,MHR,4679.0
SMF,TWF,9.0
IND,SMF,61.0
MHR,SBA,2.0
CRP,SMF,9.0
CLL,SMF,1.0
CHO,SMF,1.0
GJT,MHR,2.0
SAT,SMF,1544.0
MHR,TUS,1.0
LRD,MHR,1.0
MHR,MIA,1.0
LSV,SMF,1.0
LGA,SMF,1.0
EWR,MHR,1.0
MHR,MOB,1.0
SHV,SMF,7.0
MSY,SMF,12.0
GFK,MHR,1.0
ABQ,MHR,38.0
FLL,MCC,5.0
LMT,SMF,9.0
DAY,MCC,4.0
BTR,SMF,1.0
BIL,SMF,8.0
PDX,SAC,1.0
CMH,MCC,1.0
MCC,OAK,1.0
AMA,MCC,1.0
MCC,SEA,1.0
MCC,PHX,1.0
LAX,MCC,5.0
BFF,MCC,1.0
GTF,MCC,1.0
BFL,MCC,1.0
JAX,SMF,1.0
RIV,SMF,2.0
BLI,SMF,1.0
DFW,MCC,1.0
SAC,SNA,1.0
MCC,NKX,1.0
SMF,SUX,3.0
OKC,SAC,1.0
LFT,SJT,2.0
BPT,SJT,3.0
OKC,SJT,5.0
CRP,SJT,4.0
ICT,SJT,2.0
LCH,SJT,1.0
BTR,SJT,2.0
MKE,SJT,2.0
MWH,SJT,1.0
MTJ,SJT,1.0
SJT,XNA,2.0
CLL,SJT,4.0
SJT,SLC,7.0
LRD,SJT,4.0
SAT,SJT,13.0
GRR,SJT,1.0
CLE,SJT,1.0
OMA,SJT,1.0
SJT,STJ,2.0
CID,SJT,1.0
SJT,STL,1.0
SBA,SJT,1.0
CAE,SJT,1.0
DSM,SJT,1.0
PNS,SJT,3.0
MSP,SJT,2.0
MCI,SJT,1.0
RDU,SJT,1.0
GPT,SJT,1.0
MOB,SJT,2.0
GJT,SJT,1.0
DRO,SJT,1.0
CMI,SJT,1.0
FNT,SJT,1.0
LIT,SJT,1.0
SGF,SJT,1.0
GSO,SJT,1.0
CHS,SJT,1.0
FSM,SJT,1.0
GSP,SJT,1.0
SJT,TYS,1.0
ACV,STS,1.0
SFO,STS,14525.0
LAX,STS,7500.0
MOD,STS,1.0
MEM,STS,1.0
STS,TUS,1.0
PBI,STS,4.0
MSY,STS,2.0
BUF,STS,1.0
JFK,SHV,21.0
PHL,SHV,60.0
JAX,SHV,39.0
SHV,SLC,43.0
FLL,SHV,38.0
MSY,SHV,14685.0
SAT,SHV,78.0
IAD,SHV,39.0
BTR,SHV,2839.0
LAX,SHV,21.0
DCA,SHV,96.0
LIT,SHV,2703.0
MCI,SHV,41.0
IND,SHV,269.0
MSP,SHV,20.0
PBI,SHV,13.0
CRP,SHV,15.0
GJT,SHV,2.0
OKC,SHV,165.0
PDX,SHV,5.0
SAV,SHV,9.0
HNL,SHV,2.0
ABQ,SHV,44.0
ROC,SHV,5.0
SHV,YNG,39.0
SHV,TLH,13.0
CLL,SHV,28.0
JAC,SHV,1.0
CSV,SHV,3.0
GRR,SHV,38.0
SGF,SHV,20.0
SBN,SHV,10.0
LCH,SHV,985.0
SFO,SHV,5.0
COS,SHV,8.0
MOR,SHV,2.0
BMG,SHV,2.0
FYV,SHV,3.0
CAK,SHV,16.0
OKK,SHV,16.0
CHA,SHV,14.0
BTL,SHV,5.0
SHV,XNA,25.0
ERI,SHV,4.0
AID,SHV,2.0
FLO,SHV,11.0
PWK,SHV,10.0
DPA,SHV,46.0
BRO,SHV,91.0
SHV,WGO,10.0
AZO,SHV,22.0
BWG,SHV,16.0
SHV,SVH,1.0
SHV,ZZV,2.0
ILN,SHV,2976.0
SHV,SWO,2.0
PGV,SHV,7.0
EVV,SHV,10.0
SHV,SPS,4.0
GRD,SHV,1.0
OMA,SHV,8.0
BJJ,SHV,1.0
MTJ,SHV,1.0
OSH,SHV,2.0
RDG,SHV,2.0
IKK,SHV,1.0
BAD,PIT,1.0
BTV,SHV,1.0
EGP,SHV,4.0
II2,SHV,1.0
GTF,SHV,3.0
GVL,SHV,2.0
ILG,SHV,3.0
SHV,TCL,11.0
AOH,SHV,3.0
LOZ,SHV,2.0
EUG,SHV,1.0
SHV,TVC,4.0
AVL,SHV,8.0
GRB,SHV,2.0
FET,SHV,1.0
JXN,SHV,2.0
LSV,SHV,1.0
MVN,SHV,2.0
MYR,SHV,1.0
PKB,SHV,3.0
PFN,SHV,1.0
GFK,SHV,4.0
HUF,SHV,1.0
DHN,SHV,1.0
SHV,TMA,1.0
PHT,SHV,1.0
BAD,WRB,1.0
CAD,SHV,1.0
BAD,MEM,1.0
FFT,SHV,1.0
BAD,RFD,1.0
AOO,SHV,3.0
HLM,SHV,2.0
RWI,SHV,27.0
SHV,SPA,1.0
GNV,SHV,3.0
SHV,STJ,1.0
HOT,SHV,3.0
BMI,SHV,2.0
ASN,SHV,1.0
AGC,SHV,1.0
ECG,SHV,2.0
ACY,SHV,1.0
CGI,SHV,3.0
BAD,BWI,1.0
SHV,TDZ,1.0
NC3,SHV,1.0
EKI,SHV,2.0
GLW,SHV,1.0
ILM,SHV,11.0
SHV,SYI,1.0
BAD,SKF,2.0
FSD,SHV,4.0
GCY,SHV,2.0
PWM,SHV,1.0
SHV,SNA,2.0
FAY,SHV,2.0
BAD,SAT,1.0
BAD,IAD,2.0
BAD,ORD,1.0
CHO,SHV,1.0
BAD,JAX,1.0
RKS,SHV,1.0
CWA,SHV,1.0
DTN,MEM,2.0
ISO,SHV,1.0
AZA,SHV,1.0
JFK,SUX,1.0
DTW,SUX,5.0
FSD,SUX,1040.0
CID,SUX,1972.0
LAS,SUX,2.0
MCI,SUX,5.0
PHL,SUX,1.0
BOS,SUX,2.0
MSP,SUX,60353.0
GYY,SUX,1.0
BIL,SUX,1.0
COS,SUX,1.0
IAH,SUX,1.0
PWK,SUX,1.0
CYS,SUX,1.0
CLT,SUX,2.0
LAX,SUX,5.0
BNA,SUX,2.0
SFO,SUX,2.0
GRB,SUX,1.0
CMI,SUX,1.0
ICT,SUX,1.0
LBL,SUX,1.0
SFB,SUX,1.0
ABQ,SUX,2.0
GCK,SUX,5.0
SLC,SUX,3.0
CLE,SUX,1.0
SGF,SUX,1.0
DCA,SUX,1.0
IAD,SUX,6.0
ALB,SUX,1.0
AZA,SUX,1.0
MSY,SUX,1.0
LAF,SUX,1.0
MSY,SBN,13.0
IND,SBN,8874.0
IAD,SBN,24.0
DCA,SBN,6.0
MCI,SBN,36.0
SAT,SBN,10.0
GRR,SBN,150.0
SBN,TVC,9.0
SBN,SPI,25.0
BMI,SBN,7.0
MSP,SBN,8626.0
PHL,SBN,29.0
JAX,SBN,8.0
BTV,SBN,9.0
SBN,SLC,59.0
COS,SBN,17.0
LAX,SBN,23.0
BFF,SBN,3.0
CHA,SBN,10.0
CID,SBN,9.0
SBN,XNA,2.0
DBQ,SBN,1.0
BTL,SBN,1.0
FSD,SBN,5.0
SBN,SFO,13.0
CHO,SBN,1.0
ABR,SBN,1.0
SBN,SNA,1.0
SBN,TLH,8.0
ILN,SBN,3135.0
BRO,SBN,2.0
LIT,SBN,6.0
PFN,SBN,1.0
ALB,SBN,5.0
OKC,SBN,12.0
PWM,SBN,8.0
CSV,SBN,1.0
MGM,SBN,1.0
MHT,SBN,1.0
SBN,TMA,1.0
ADS,SBN,1.0
OKK,SBN,1.0
BMG,SBN,5.0
SBN,YNG,5.0
SBN,SGF,5.0
MRC,SBN,1.0
DCU,SBN,1.0
FLL,SBN,5.0
SAV,SBN,6.0
ORH,SBN,1.0
FAR,SBN,3.0
ACY,SBN,14.0
SBN,TUS,1.0
FTW,SBN,1.0
SBN,SCE,9.0
MYR,SBN,1.0
RST,SBN,5.0
PDX,SBN,1.0
SAN,SBN,1.0
SBN,TUL,1.0
CLL,SBN,2.0
IPT,SBN,2.0
BKG,SBN,1.0
SEA,SGU,1.0
SGU,SLC,34934.0
LAX,SGU,9925.0
IDA,SGU,2.0
ADS,SGU,1.0
STJ,STL,1.0
MCI,STJ,1.0
MSP,STJ,18.0
SPS,STJ,4.0
ORD,STJ,1.0
GRR,STJ,1.0
ACT,STJ,1.0
CAE,STF,1.0
FYV,STF,1.0
SUM,TBR,1.0
PIB,SWO,1.0
SLC,SWO,1.0
OKC,SWO,8.0
LIT,SWO,3.0
FYV,SWO,3.0
AFW,SWO,1.0
BNA,SWO,2.0
CKB,SWO,1.0
MSP,SWO,4.0
CLL,SWO,41.0
DAL,SWO,1.0
SAT,SWO,3.0
FLL,SWO,5.0
PHX,SWO,1.0
DLH,SWO,1.0
MSY,SWO,2.0
MCI,SWO,2.0
IAD,SWO,1.0
SWO,TLH,2.0
LBB,SWW,1.0
CRP,SWW,1.0
EFD,TCL,21.0
FNT,TCL,1.0
CHA,TCL,1.0
LIT,TCL,6.0
BUF,TCL,1.0
BTR,TCL,35.0
ABQ,TCL,2.0
BRO,TCL,5.0
FYV,TCL,36.0
TCL,TLH,4.0
MHK,TCL,1.0
OAK,TCL,1.0
OKC,TCL,8.0
CID,TCL,1.0
GNV,TCL,36.0
CHS,TCL,3.0
CSG,TCL,1.0
IAD,TCL,2.0
TCL,XNA,15.0
BTL,TCL,3.0
CLU,TCL,1.0
FWA,TCL,3.0
HSV,TCL,1.0
HLM,TCL,2.0
GRR,TCL,9.0
SAT,TCL,3.0
EKX,TCL,1.0
EWR,TCL,1.0
SAN,TCL,1.0
GMU,TCL,1.0
BWI,TCL,1.0
RWI,TCL,2.0
IND,TCL,1.0
SBN,TCL,1.0
SWO,TCL,1.0
SLN,TCL,1.0
PHL,TCL,1.0
JAX,TCL,2.0
CLL,TCL,2.0
MYR,TCL,2.0
ILG,TCL,1.0
STF,TCL,1.0
GSO,TCL,1.0
FOE,TCL,1.0
CAK,TCL,1.0
IDA,TWF,265.0
LAX,TWF,195.0
SLC,TWF,34515.0
GTF,TWF,4.0
OKC,TWF,4.0
TUL,TWF,2.0
HLN,TWF,2.0
SGF,TWF,1.0
PUB,TWF,1.0
RNO,TWF,8.0
ACV,TWF,2.0
MSN,TWF,1.0
GJT,TWF,3.0
CLM,TWF,1.0
BOS,TWF,2.0
MSP,TWF,7.0
SAN,TWF,3.0
SAT,TWF,1.0
MSO,TWF,5.0
ATL,TWF,5.0
ELP,TWF,25.0
SFO,TWF,61.0
MSY,TWF,2.0
SBN,TWF,1.0
IAD,TWF,1.0
DQF,TWF,4.0
BTM,TWF,1.0
FAT,TWF,8.0
SNA,TWF,2.0
RAP,TWF,5.0
TWF,VGT,1.0
FCA,TWF,5.0
AMA,TWF,2.0
LBB,TWF,1.0
CPR,TWF,2.0
EWR,TWF,2.0
EUG,TWF,5.0
CWA,TWF,1.0
ILN,TWF,1.0
COS,TWF,3.0
TUS,TWF,2.0
DLH,TWF,1.0
MFR,TWF,2.0
BFF,TWF,1.0
ABQ,TWF,2.0
RDU,TWF,1.0
SGU,TWF,6.0
DSM,TWF,1.0
CMH,TWF,2.0
DTW,TWF,1.0
ANC,TWF,1.0
SLE,TWF,2.0
AZA,TWF,6.0
DAY,UCY,1.0
AXV,TVC,6.0
AXV,MEM,2.0
AXV,LRD,3.0
AXV,CSV,1.0
AXV,STL,1.0
IAD,SFO,99435.0
IAD,PHL,42077.0
IAD,SLC,27515.0
IAD,JAX,29095.0
DCA,PHL,54914.0
DCA,JAX,26549.0
DCA,SFO,12.0
DCA,FLL,50209.0
CHO,IAD,31996.0
DCA,PBI,35696.0
IAD,PBI,5994.0
FLL,IAD,33054.0
DCA,MSP,94357.0
IAD,MSP,51650.0
DCA,SAT,34.0
IAD,MSY,28750.0
DCA,MSY,28436.0
DCA,IND,58471.0
DCA,GRR,3368.0
IAD,IND,28803.0
IAD,LAX,148421.0
DCA,MCI,50862.0
IAD,MCI,16205.0
DCA,IAD,1147.0
DCA,LAX,4761.0
DCA,ILM,829.0
BTR,DCA,1658.0
GRR,IAD,21.0
FAY,IAD,1555.0
DCA,MYR,2036.0
IAD,MYR,7362.0
DCA,UCA,2.0
IAD,ILM,40.0
CHO,DCA,27.0
COS,IAD,1583.0
DCA,LIT,59.0
DCA,SLC,4972.0
IAD,SAT,4973.0
ACY,IAD,77.0
IAD,LIT,738.0
ABQ,IAD,2409.0
DCA,FAY,5.0
IAD,OKC,1900.0
ACY,DCA,123.0
IAD,WGO,1.0
DCA,XNA,609.0
IAD,TLH,41.0
AMA,IAD,1.0
CMI,IAD,3.0
IAD,ILN,3949.0
BMG,IAD,2.0
DET,IAD,2.0
DHN,IAD,2.0
IAD,WQM,2.0
IAD,SCE,19356.0
CHA,DCA,3270.0
CHA,IAD,17.0
GNV,IAD,8.0
IAD,RWI,3.0
DCA,TLH,8.0
IAD,ISO,2.0
DCA,LCK,1.0
DCA,UIN,1.0
HUT,IAD,1.0
IAD,TVC,4.0
IAD,XNA,2.0
CID,IAD,5.0
HOT,IAD,102.0
DCA,NEW,1.0
FSD,IAD,16.0
BTR,IAD,24.0
BMI,IAD,2.0
CLL,IAD,25.0
IAD,IDA,2.0
IAD,TCM,1.0
HLN,IAD,1.0
IAD,MCE,1.0
IAD,ILG,9.0
IAD,SPI,841.0
DQF,IAD,1.0
IAD,PWK,1.0
DMA,IAD,1.0
IAD,LAW,1.0
IAD,JLN,1.0
FAT,IAD,1.0
IAD,OKK,1.0
DCA,LUK,1.0
IAD,OWB,1.0
GJT,IAD,7.0
IAD,PFN,1.0
IAD,PKB,2693.0
DCA,FSD,9.0
DCA,LNS,2.0
IAD,SAF,1.0
IAD,SBA,1.0
IAD,TMB,1.0
GFK,IAD,4.0
IAD,SGF,13.0
DPA,ILG,2.0
ILG,MCI,3.0
ILG,MBS,1.0
ILG,IND,1.0
FTW,ILG,1.0
ILG,MKE,2.0
BTV,ILG,2.0
COU,ILG,1.0
ICT,ILG,5.0
ELP,ILG,4.0
ILG,OKC,2.0
ILG,TLH,6.0
GRR,ILG,17.0
CHA,ILG,19.0
ILG,LIT,8.0
BRO,ILG,3.0
ILG,MSY,4.0
CMI,ILG,1.0
GRB,ILG,1.0
ILG,LRD,30.0
AMA,ILG,1.0
GPT,ILG,1.0
GYY,ILG,1.0
ILG,MSP,14.0
ILG,SBN,6.0
ILG,SER,7.0
CMH,ILG,1.0
FLL,ILG,9.0
CSV,ILG,1.0
HSV,ILG,2.0
ILG,MYR,2.0
ACY,ILG,1.0
ILG,TN6,2.0
AZO,ILG,1.0
AND,ILG,1.0
ILG,SCE,1.0
ILG,PHL,3.0
ILG,SAT,1.0
ILG,XNA,11.0
ILG,YNG,4.0
DCA,ILG,1.0
ILG,LGA,1.0
DAY,ILM,1.0
ILM,OAJ,110.0
ILM,MYR,74.0
ILM,PHL,10985.0
FLL,ILM,17.0
ILM,MCI,1.0
FAY,ILM,254.0
ILM,JAX,7.0
ILM,LAS,1.0
ILM,PBI,11.0
CHA,ILM,10.0
ILM,MSY,10.0
ACY,ILM,134.0
ILM,RWI,4.0
ILM,IND,5.0
ILM,SCE,3.0
ILM,TCL,1.0
ILM,LRD,2.0
DSM,ILM,1.0
ILM,ORH,2.0
ILM,LUK,1.0
ILM,STL,2.0
ILM,SAN,1.0
CAK,ILM,1.0
ILM,UCA,4.0
DPA,ILM,1.0
BIF,ILM,1.0
ILM,TLH,1.0
ILM,MSP,1.0
GRR,ILM,1.0
AEX,ILM,1.0
ILM,PBG,2.0
IAH,ILM,1.0
ILN,LCK,7.0
CID,ILN,2720.0
GRR,ILN,2897.0
ILN,LIT,1666.0
ILN,MCI,6953.0
BMI,ILN,2960.0
